,Unnamed: 0.1,country,icaoCodes,airFieldName,latitude,longitude,ddLatitude,ddLongitude,airportUse,runwayOneDimensions,runwayOneSurface,runwayTwoDimensions,runwayTwoSurface,runwayThreeDimensions,runwayThreeSurface,runwayFourDimensions,runwayFourSurface,capableCOneThirtyCSeventeen,weatherLink
1497,2,NC,NWWH,Houailou Nesson Airport,S21.15.38',E165.37.05',-21.25,165.61666666666667, Public,3281 x 98feet,Hard,,,,,,,No,https://www.getmetar.com/NWWH
1498,3,NC,NWWC,Ile Art Waala Airport,S19.43.23',E163.39.67',-19.716666666666665,163.65, Public,1969 x 66feet,Hard,,,,,,,No,https://www.getmetar.com/NWWC
1499,4,NC,NWWE,Ile Des Pins Moue Airport,S22.35.32',E167.27.32',-22.58333333333333,167.45, Public,4101 x 76feet,Hard,,,,,,,Yes,https://www.getmetar.com/NWWE
1500,5,NC,NWWD,Kone Airport,S21.3.22',E164.50.37',-21.05,164.83333333333334, Public,3281 x 66feet,Hard,,,,,,,No,https://www.getmetar.com/NWWD
1501,6,NC,NWWK,Koumac Airport,S20.32.78',E164.15.33',-20.533333333333328,164.25, Public,3609 x 82feet,Hard,,,,,,,Yes,https://www.getmetar.com/NWWK
1502,7,NC,NWWT,La Foa Oua Tom Airport,S21.49.18',E165.51.65',-21.816666666666666,165.85, Public,2625 x 98feet,Hard,,,,,,,No,https://www.getmetar.com/NWWT
1503,8,NC,NWWL,Lifou Ouanaham Airport,S20.46.47',E167.14.35',-20.766666666666666,167.23333333333332, Public,4101 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/NWWL
1504,9,NC,NWWR,Mare La Roche Airport,S21.28.87',E168.2.25',-21.466666666666665,168.03333333333333, Public,3281 x 82feet,Hard,,,,,,,No,https://www.getmetar.com/NWWR
1505,10,NC,NWWW,Noumea La Tontouta Airport,S22.0.87',E166.12.78',-22.0,166.2, Public,10663 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/NWWW
1506,11,NC,NWWM,Noumea Magenta Airport,S22.15.50',E166.28.37',-22.25,166.46666666666667, Public,4539 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/NWWM
1507,12,NC,NWWV,Ouvea Ouloup Airport,S20.38.43',E166.34.37',-20.633333333333333,166.56666666666666, Public,3609 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/NWWV
1508,13,NC,NWWP,Poum Malabou Airport,S20.17.35',E164.5.97',-20.283333333333328,164.08333333333334, Public,3937 x 98feet,Soft,,,,,,,No,https://www.getmetar.com/NWWP
1509,14,NC,NWWA,Tiga Airport,S21.5.77',E167.48.23',-21.08333333333333,167.8, Public,3281 x 76feet,Hard,,,,,,,No,https://www.getmetar.com/NWWA
1510,15,NC,NWWU,Touho Airport,S20.47.40',E165.15.57',-20.783333333333328,165.25, Public,3609 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/NWWU
1511,0,NZ,NZLX,Alexandra Airport,S45.12.70',E169.22.40',-45.2,169.36666666666667, Public,3937 x 197feet,Hard,3937 x 98feet,Unknown,2375 x 197feet,Unknown,,,Yes,https://www.getmetar.com/NZLX
1512,1,NZ,NZAR,Ardmore Airport,S37.1.78',E174.58.40',-37.016666666666666,174.96666666666667, Public,4630 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/NZAR
1513,2,NZ,NZAS,Ashburton Airport,S43.54.20',E171.47.80',-43.9,171.78333333333333, Public,,,,,,,,,No,https://www.getmetar.com/NZAS
1514,3,NZ,NZAA,Auckland Airport,S37.0.48',E174.47.50',-37.0,174.78333333333333, Public,11598 x 148feet,Hard,9056 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/NZAA
1515,4,NZ,NZCI,Chatham Is Tuuta Airport,S43.48.83',W176.28.41',-43.8,-176.46666666666667, Public,4462 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/NZCI
1516,5,NZ,NZCH,Christchurch Airport,S43.29.37',E172.32.07',-43.48333333333333,172.53333333333333, Public,10787 x 148feet,Hard,5712 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/NZCH
1517,6,NZ,NZDN,Dunedin Airport,S45.55.68',E170.11.90',-45.91666666666666,170.18333333333334, Public,6234 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/NZDN
1518,7,NZ,NZFI,Feilding Airport,S40.15.36',E175.36.36',-40.25,175.6, Public,3376 x 46feet,Hard,,,,,,,No,https://www.getmetar.com/NZFI
1519,8,NZ,NZGS,Gisborne Airport,S38.39.80',E177.58.70',-38.65,177.96666666666667, Public,4298 x 148feet,Hard,3839 x 197feet,Unknown,3773 x 197feet,Unknown,2503 x 197feet,Unknown,Yes,https://www.getmetar.com/NZGS
1520,9,NZ,NZGT,Glentanner Airport,S43.54.46',E170.7.74',-43.9,170.11666666666667, Public,3166 x 98feet,Hard,,,,,,,No,https://www.getmetar.com/NZGT
1521,10,NZ,NZGB,Great Barrier Airport,S36.14.48',E175.28.32',-36.23333333333333,175.46666666666667, Public,,,,,,,,,No,https://www.getmetar.com/NZGB
1522,11,NZ,NZGM,Greymouth Airport,S42.27.70',E171.11.40',-42.45,171.18333333333334, Public,3579 x 105feet,Hard,,,,,,,Yes,https://www.getmetar.com/NZGM
1523,12,NZ,NZHN,Hamilton Airport,S37.51.98',E175.20.12',-37.85,175.33333333333337, Public,6755 x 148feet,Hard,2871 x 148feet,Unknown,2362 x 148feet,Unknown,2346 x 148feet,Unknown,Yes,https://www.getmetar.com/NZHN
1524,13,NZ,NZHS,Hastings Airport,S39.38.80',E176.46.02',-39.63333333333333,176.76666666666668, Public,3527 x 46feet,Hard,,,,,,,Yes,https://www.getmetar.com/NZHS
1525,14,NZ,NZHA,Hawera Airport,S39.33.20',E174.16.02',-39.55,174.26666666666668,Private,,,,,,,,,No,https://www.getmetar.com/NZHA
1526,15,NZ,NZHK,Hokitika Airport,S42.42.82',E170.59.12',-42.7,170.98333333333332, Public,4311 x 98feet,Hard,3858 x 59feet,Unknown,,,,,Yes,https://www.getmetar.com/NZHK
1527,16,NZ,NZNV,Invercargill Airport,S46.24.90',E168.19.20',-46.4,168.31666666666666, Public,7251 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/NZNV
1528,17,NZ,NZKI,Kaikoura Airport,S42.25.50',E173.36.32',-42.41666666666666,173.6, Public,,,,,,,,,No,https://www.getmetar.com/NZKI
1529,18,NZ,NZKT,Kaitaia Airport,S35.4.20',E173.17.12',-35.06666666666667,173.28333333333333, Public,4600 x 98feet,Hard,4190 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/NZKT
1530,19,NZ,NZKK,Kerikeri Bay of Islands Airport,S35.15.77',E173.54.72',-35.25,173.9, Public,3904 x 98feet,Hard,2247 x 66feet,Unknown,1608 x 121feet,Unknown,,,Yes,https://www.getmetar.com/NZKK
1531,20,NZ,NZMS,Masterton Airport,S40.58.40',E175.38.02',-40.96666666666667,175.63333333333333, Public,3953 x 75feet,Hard,3478 x 98feet,Unknown,3419 x 98feet,Unknown,1476 x 66feet,Unknown,Yes,https://www.getmetar.com/NZMS
1532,21,NZ,NZMF,Milford Sound Airport,S44.40.40',E167.55.40',-44.66666666666666,167.91666666666666, Public,,,,,,,,,No,https://www.getmetar.com/NZMF
1533,22,NZ,NZMC,Mount Cook Airport,S43.45.90',E170.8.00',-43.75,170.13333333333333, Public,5157 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/NZMC
1534,23,NZ,NZNR,Napier Airport,S39.27.95',E176.52.20',-39.45,176.86666666666667, Public,4298 x 148feet,Hard,4000 x 98feet,Unknown,2513 x 197feet,Unknown,,,Yes,https://www.getmetar.com/NZNR
1535,24,NZ,NZNS,Nelson Airport,S41.17.90',E173.13.27',-41.28333333333333,173.21666666666667, Public,4419 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/NZNS
1536,25,NZ,NZNP,New Plymouth Airport,S39.0.52',E174.10.75',-39.0,174.16666666666663, Public,4298 x 148feet,Hard,3937 x 131feet,Unknown,3281 x 98feet,Unknown,,,Yes,https://www.getmetar.com/NZNP
1537,26,NZ,NZNE,North Shore Airport,S36.39.40',E174.39.32',-36.65,174.65, Public,,,,,,,,,No,https://www.getmetar.com/NZNE
1538,27,NZ,NZOU,Oamaru Airport,S44.58.20',E171.4.90',-44.96666666666667,171.06666666666666, Public,4210 x 98feet,Hard,3107 x 164feet,Unknown,2775 x 164feet,Unknown,,,Yes,https://www.getmetar.com/NZOU
1539,28,NZ,NZOH,Ohakea Airport,S40.12.40',E175.23.22',-40.2,175.38333333333333,Military,8021 x 148feet,Hard,6853 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/NZOH
1540,29,NZ,NZOA,Omarama Airport,S44.29.20',E169.59.17',-44.48333333333333,169.98333333333332,Private,,,,,,,,,No,https://www.getmetar.com/NZOA
1541,30,NZ,NZPM,Palmerston North Airport,S40.19.23',E175.37.02',-40.31666666666667,175.61666666666667, Public,6240 x 148feet,Hard,1995 x 197feet,Unknown,,,,,Yes,https://www.getmetar.com/NZPM
1542,31,NZ,NZPP,Paraparaumu Airport,S40.54.28',E174.59.35',-40.9,174.98333333333332, Public,3894 x 148feet,Hard,1762 x 295feet,Unknown,1345 x 230feet,Unknown,,,Yes,https://www.getmetar.com/NZPP
1543,32,NZ,NZPN,Picton Airport,S41.20.90',E173.57.32',-41.333333333333336,173.95, Public,,,,,,,,,No,https://www.getmetar.com/NZPN
1544,33,NZ,NZQN,Queenstown Airport,S45.1.27',E168.44.35',-45.01666666666666,168.73333333333332, Public,6198 x 98feet,Hard,2789 x 49feet,Unknown,,,,,Yes,https://www.getmetar.com/NZQN
1545,34,NZ,NZRO,Rotorua Airport,S38.6.55',E176.19.03',-38.1,176.31666666666663, Public,5807 x 98feet,Hard,2536 x 164feet,Unknown,,,,,Yes,https://www.getmetar.com/NZRO
1546,35,NZ,NZRR,Ruatoria Airport,S37.53.04',E178.17.40',-37.88333333333333,178.28333333333333,Private,,,,,,,,,No,https://www.getmetar.com/NZRR
1547,36,NZ,NZSL,Springhill Airport,S36.19.50',E174.33.33',-36.31666666666667,174.55, Public,,,,,,,,,No,https://www.getmetar.com/NZSL
1548,37,NZ,NZTI,Taieri Airport,S45.51.60',E170.21.50',-45.85,170.35, Public,,,,,,,,,No,https://www.getmetar.com/NZTI
1549,38,NZ,NZTK,Takaka Airport,S40.48.80',E172.46.51',-40.8,172.76666666666668,Private,,,,,,,,,No,https://www.getmetar.com/NZTK
1550,39,NZ,NZAP,Taupo Airport,S38.44.38',E176.5.07',-38.73333333333333,176.08333333333337, Public,4547 x 98feet,Hard,2398 x 197feet,Unknown,,,,,Yes,https://www.getmetar.com/NZAP
1551,40,NZ,NZTG,Tauranga Airport,S37.40.32',E176.11.77',-37.66666666666666,176.18333333333337,Military,5987 x 148feet,Hard,2543 x 180feet,Unknown,2297 x 148feet,Unknown,2100 x 197feet,Unknown,Yes,https://www.getmetar.com/NZTG
1552,41,NZ,NZMO,Te Anau Regional Airport,S45.31.98',E167.39.00',-45.51666666666666,167.65, Public,3547 x 47feet,Hard,,,,,,,Yes,https://www.getmetar.com/NZMO
1553,42,NZ,NZTE,Te Kowhai Airport,S37.44.70',E175.9.52',-37.73333333333333,175.15,Private,,,,,,,,,No,https://www.getmetar.com/NZTE
1554,43,NZ,NZTT,Te Kuiti Airport,S38.18.20',E175.8.82',-38.3,175.13333333333333, Public,,,,,,,,,No,https://www.getmetar.com/NZTT
1555,44,NZ,NZTH,Thames Airport,S37.9.40',E175.33.02',-37.15,175.55,Private,,,,,,,,,No,https://www.getmetar.com/NZTH
1556,45,NZ,NZTU,Timaru Airport,S44.18.17',E171.13.52',-44.3,171.21666666666667, Public,4199 x 148feet,Hard,3898 x 197feet,Unknown,3652 x 295feet,Unknown,,,Yes,https://www.getmetar.com/NZTU
1557,46,NZ,NZTO,Tokoroa Airport,S38.14.20',E175.53.57',-38.23333333333333,175.88333333333333, Public,3674 x 59feet,Soft,,,,,,,No,https://www.getmetar.com/NZTO
1558,47,NZ,NZRU,Waiouru Airport,S39.26.78',E175.39.50',-39.43333333333333,175.65,Military,,,,,,,,,No,https://www.getmetar.com/NZRU
1559,48,NZ,NZWO,Wairoa Airport,S39.0.92',E177.24.25',-39.0,177.4, Public,3000 x 98feet,Hard,,,,,,,No,https://www.getmetar.com/NZWO
1560,49,NZ,NZWF,Wanaka Airport,S44.43.33',E169.14.73',-44.71666666666667,169.23333333333332, Public,3937 x 98feet,Hard,2953 x 131feet,Unknown,,,,,Yes,https://www.getmetar.com/NZWF
1561,50,NZ,NZWN,Wellington Airport,S41.19.63',E174.48.32',-41.31666666666667,174.8, Public,5951 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/NZWN
1562,51,NZ,NZWS,Westport Airport,S41.44.28',E171.34.85',-41.73333333333333,171.56666666666666, Public,4200 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/NZWS
1563,52,NZ,NZWK,Whakatane Airport,S37.55.21',E176.54.79',-37.91666666666666,176.9,Military,4199 x 102feet,Hard,2461 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/NZWK
1564,53,NZ,NZWU,Whanganui Airport,S39.57.73',E175.1.52',-39.95,175.01666666666668, Public,4501 x 98feet,Hard,2992 x 98feet,Unknown,2589 x 98feet,Unknown,1804 x 66feet,Unknown,Yes,https://www.getmetar.com/NZWU
1565,54,NZ,NZWR,Whangarei Airport,S35.46.10',E174.21.90',-35.766666666666666,174.35, Public,3599 x 98feet,Hard,1558 x 197feet,Unknown,,,,,Yes,https://www.getmetar.com/NZWR
1566,55,NZ,NZWP,Whenuapai Airport,S36.47.27',E174.37.82',-36.78333333333333,174.61666666666667,Military,6664 x 148feet,Hard,5188 x 148feet,Unknown,2789 x 148feet,Unknown,,,Yes,https://www.getmetar.com/NZWP
1567,56,NZ,NZWT,Whitianga Airport,S36.49.90',E175.40.72',-36.81666666666667,175.66666666666663, Public,,,,,,,,,No,https://www.getmetar.com/NZWT
1568,57,NZ,NZWB,Woodbourne Airport,S41.31.10',E173.52.22',-41.516666666666666,173.86666666666667, Public,4675 x 197feet,Hard,4675 x 148feet,Unknown,3878 x 295feet,Unknown,,,Yes,https://www.getmetar.com/NZWB
1569,0,PK,OPLA,Allama Iqbal International Airport,N31.31.29',E74.24.27',31.516666666666666,74.4, Public,11024 x 151feet,Hard,8999 x 151feet,Unknown,,,,,Yes,https://www.getmetar.com/OPLA
1570,1,PK,OPPS,Bacha Khan International Airport,N33.59.63',E71.30.87',33.98333333333333,71.5, Public,8999 x 151feet,Hard,,,,,,,Yes,https://www.getmetar.com/OPPS
1571,2,PK,OPBW,Bahawalpur Airport,N29.20.82',E71.42.68',29.33333333333333,71.7, Public,9350 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/OPBW
1572,3,PK,OPBN,Bannu Airport,N32.58.33',E70.31.50',32.96666666666667,70.51666666666667, Public,6000 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/OPBN
1573,4,PK,OPSK,Begum Nusrat Bhutto Sukkur Airport,N27.43.32',E68.47.51',27.716666666666665,68.78333333333333, Public,8999 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/OPSK
1574,5,PK,OPBT,Bhit Airport,N26.11.75',E67.30.33',26.18333333333333,67.5,Private,,,,,,,,,No,https://www.getmetar.com/OPBT
1575,6,PK,OPCH,Chitral Airport,N35.53.17',E71.48.00',35.88333333333333,71.8, Public,5801 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/OPCH
1576,7,PK,OPDG,D G Khan International Airport,N29.57.67',E70.29.14',29.95,70.48333333333333, Public,6499 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/OPDG
1577,8,PK,OPDB,Dalbandin Airport,N28.52.50',E64.24.28',28.86666666666667,64.4, Public,6640 x 102feet,Hard,,,,,,,Yes,https://www.getmetar.com/OPDB
