,Unnamed: 0.1,country,icaoCodes,airFieldName,latitude,longitude,ddLatitude,ddLongitude,airportUse,runwayOneDimensions,runwayOneSurface,runwayTwoDimensions,runwayTwoSurface,runwayThreeDimensions,runwayThreeSurface,runwayFourDimensions,runwayFourSurface,capableCOneThirtyCSeventeen,weatherLink
536,536,AU,YPNP,Purnululu Airport,S17.32.70',E128.18.30',-17.53333333,128.3,Private,,,,,,,,,No,https://www.getmetar.com/YPNP
537,537,AU,YQNS,Queenstown Airport,S42.4.50',E145.31.90',-42.06666667,145.5166667,Private,,,,,,,,,No,https://www.getmetar.com/YQNS
538,538,AU,YQLP,Quilpie Airport,S26.36.52',E144.15.43',-26.6,144.25, Public,4898 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YQLP
539,539,AU,YQDI,Quirindi Airport,S31.29.92',E150.31.08',-31.48333333,150.5166667, Public,5807 x 98feet,Soft,,,,,,,No,https://www.getmetar.com/YQDI
540,540,AU,YQRN,Quorn Airport,S32.19.20',E138.6.10',-32.31666667,138.1,Private,,,,,,,,,No,https://www.getmetar.com/YQRN
541,541,AU,YRNG,Ramingining Airport,S12.21.38',E134.53.85',-12.35,134.8833333, Public,4525 x 59feet,Soft,,,,,,,No,https://www.getmetar.com/YRNG
542,542,AU,YNRV,Ravensthorpe Airport,S33.47.83',E120.12.48',-33.78333333,120.2, Public,5512 x 98feet,Hard,3927 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YNRV
543,543,AU,YRYW,Raywood Airport,S36.32.49',E144.14.47',-36.53333333,144.2333333,Private,,,,,,,,,No,https://www.getmetar.com/YRYW
544,544,AU,YRED,Redcliffe Airport,S27.12.40',E153.4.10',-27.2,153.06666669999996, Public,,,,,,,,,No,https://www.getmetar.com/YRED
545,545,AU,YREN,Renmark Airport,S34.11.78',E140.40.43',-34.18333333,140.66666669999998, Public,5709 x 98feet,Hard,3360 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YREN
546,546,AU,YSRI,Richmond Nsw Airport,S33.36.03',E150.46.85',-33.6,150.7666667,Military,7001 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/YSRI
547,547,AU,YRMD,Richmond Qld Airport,S20.42.12',E143.6.88',-20.7,143.1, Public,5000 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YRMD
548,548,AU,YRID,Riddell Airport,S37.28.80',E144.43.10',-37.46666667,144.7166667,Private,,,,,,,,,No,https://www.getmetar.com/YRID
549,549,AU,YRBE,Robe Airport,S37.10.60',E139.48.30',-37.16666667,139.8, Public,,,,,,,,,No,https://www.getmetar.com/YRBE
550,550,AU,YRBN,Robertson Airport,S34.38.80',E150.38.40',-34.63333333,150.6333333,Private,,,,,,,,,No,https://www.getmetar.com/YRBN
551,551,AU,YRBK,Robertson Barracks Airport,S12.25.50',E130.58.40',-12.41666667,130.96666670000002,Private,,,,,,,,,No,https://www.getmetar.com/YRBK
552,552,AU,YROB,Robinhood Airport,S18.50.90',E143.42.70',-18.83333333,143.7,Private,,,,,,,,,No,https://www.getmetar.com/YROB
553,553,AU,YROI,Robinvale Airport,S34.39.03',E142.46.97',-34.65,142.7666667, Public,,,,,,,,,No,https://www.getmetar.com/YROI
554,554,AU,YBRK,Rockhampton Airport,S23.22.92',E150.28.52',-23.36666667,150.4666667, Public,8425 x 148feet,Hard,5397 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YBRK
555,555,AU,YRLL,Rolleston Airport,S24.27.65',E148.37.65',-24.45,148.6166667,Private,,,,,,,,,No,https://www.getmetar.com/YRLL
556,556,AU,YROM,Roma Airport,S26.32.72',E148.46.50',-26.53333333,148.7666667, Public,4934 x 98feet,Hard,2628 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YROM
557,557,AU,YRSY,Romsey Airport,S37.23.50',E144.44.30',-37.38333333,144.7333333,Private,,,,,,,,,No,https://www.getmetar.com/YRSY
558,558,AU,YRVL,Rose Vale Airport,S34.50.97',E147.46.82',-34.83333333,147.7666667,Private,,,,,,,,,No,https://www.getmetar.com/YRVL
559,559,AU,YRSB,Roseberth Airport,S25.50.00',E139.39.00',-25.83333333,139.65,Private,,,,,,,,,No,https://www.getmetar.com/YRSB
560,560,AU,YRTI,Rottnest Island Airport,S32.0.40',E115.32.38',-32.0,115.53333329999998, Public,4242 x 59feet,Hard,,,,,,,Yes,https://www.getmetar.com/YRTI
561,561,AU,YBSL,Rowsley Brooks Landing Airport,S37.42.48',E144.20.57',-37.7,144.33333330000005,Private,,,,,,,,,No,https://www.getmetar.com/YBSL
562,562,AU,YRTP,Rutland Plains Airport,S15.38.60',E141.50.60',-15.63333333,141.83333330000005,Private,,,,,,,,,No,https://www.getmetar.com/YRTP
563,563,AU,YRYL,Rylstone Airpark Airport,S32.46.25',E149.59.60',-32.76666667,149.9833333,Private,,,,,,,,,No,https://www.getmetar.com/YRYL
564,564,AU,YSGE,Saint George Airport,S28.2.98',E148.35.72',-28.03333333,148.58333330000005, Public,4987 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YSGE
565,565,AU,YSTH,Saint Helens Airport,S41.20.20',E148.16.92',-41.33333333,148.2666667, Public,,,,,,,,,No,https://www.getmetar.com/YSTH
566,566,AU,YSAM,Samarai Airport,S27.14.40',E151.41.10',-27.23333333,151.68333330000004,Private,,,,,,,,,No,https://www.getmetar.com/YSAM
567,567,AU,YBSG,Scherger Raaf Airport,S12.37.43',E142.5.23',-12.61666667,142.08333330000005,Military,10003 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/YBSG
568,568,AU,YSCO,Scone Airport,S32.2.23',E150.49.93',-32.03333333,150.81666669999996, Public,4606 x 98feet,Unknown,,,,,,,No,https://www.getmetar.com/YSCO
569,569,AU,YSCA,Scotia Sanctuary Airport,S33.12.30',E141.10.00',-33.2,141.16666669999995,Private,,,,,,,,,No,https://www.getmetar.com/YSCA
570,570,AU,YSLK,Sea Lake Airport,S35.31.90',E142.53.43',-35.51666667,142.8833333,Private,,,,,,,,,No,https://www.getmetar.com/YSLK
571,571,AU,YSEN,Serpentine Airport,S32.23.70',E115.52.40',-32.38333333,115.8666667,Private,,,,,,,,,No,https://www.getmetar.com/YSEN
572,572,AU,YSHK,Shark Bay Airport,S25.53.63',E113.34.63',-25.88333333,113.5666667, Public,5545 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YSHK
573,573,AU,YSHG,Shay Gap Airport,S20.25.47',E120.8.40',-20.41666667,120.1333333,Private,,,,,,,,,No,https://www.getmetar.com/YSHG
574,574,AU,YSHL,Shellharbour Airport,S34.33.67',E150.47.32',-34.55,150.7833333, Public,,,,,,,,,No,https://www.getmetar.com/YSHL
575,575,AU,YSHT,Shepparton Airport,S36.25.73',E145.23.55',-36.41666667,145.3833333, Public,4521 x 60feet,Hard,1388 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YSHT
576,576,AU,YSHR,Shute Harbour Whitsunday Airport,S20.16.70',E148.45.33',-20.26666667,148.75,Private,,,,,,,,,No,https://www.getmetar.com/YSHR
577,577,AU,YSGT,Singleton Airport,S32.37.00',E151.12.00',-32.61666667,151.2,Private,,,,,,,,,No,https://www.getmetar.com/YSGT
578,578,AU,YSMI,Smithton Airport,S40.50.10',E145.5.02',-40.83333333,145.08333330000005, Public,5246 x 60feet,Hard,2034 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YSMI
579,579,AU,YSNB,Snake Bay Airport,S11.25.10',E130.38.90',-11.41666667,130.63333329999998, Public,4724 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YSNB
580,580,AU,YSNK,Snake Bay Airport,S11.25.37',E130.39.22',-11.41666667,130.65, Public,,,,,,,,,No,https://www.getmetar.com/YSNK
581,581,AU,YSOL,Solomon Airport,S22.15.28',E117.50.97',-22.25,117.8333333, Public,,,,,,,,,No,https://www.getmetar.com/YSOL
582,582,AU,YSMB,Somersby Airport,S33.22.07',E151.17.98',-33.36666667,151.2833333,Private,,,,,,,,,No,https://www.getmetar.com/YSMB
583,583,AU,YSGW,South Galway Airport,S25.40.50',E142.5.40',-25.66666667,142.08333330000005,Private,,,,,,,,,No,https://www.getmetar.com/YSGW
584,584,AU,YGBI,South Goulburn Island Airport,S11.39.03',E133.22.92',-11.65,133.36666670000002, Public,,,,,,,,,No,https://www.getmetar.com/YGBI
585,585,AU,YSGR,South Grafton Airport,S29.42.50',E152.55.70',-29.7,152.91666669999995,Private,,,,,,,,,No,https://www.getmetar.com/YSGR
586,586,AU,YSCR,Southern Cross Airport,S31.14.42',E119.21.58',-31.23333333,119.35, Public,,,,,,,,,No,https://www.getmetar.com/YSCR
587,587,AU,YSPT,Southport Airport,S27.55.30',E153.22.28',-27.91666667,153.3666667, Public,,,,,,,,,No,https://www.getmetar.com/YSPT
588,588,AU,YSPK,Spring Creek Airport,S18.37.30',E144.34.10',-18.61666667,144.56666669999996,Private,,,,,,,,,No,https://www.getmetar.com/YSPK
589,589,AU,YSPI,Springsure Airport,S24.7.90',E148.5.10',-24.11666667,148.08333330000005,Private,,,,,,,,,No,https://www.getmetar.com/YSPI
590,590,AU,YSTA,St Arnaud Airport,S36.38.20',E143.11.15',-36.63333333,143.18333330000004, Public,3278 x 60feet,Soft,1755 x 60feet,Unknown,,,,,No,https://www.getmetar.com/YSTA
591,591,AU,YSPE,Stanthorpe Airport,S28.37.22',E151.59.43',-28.61666667,151.9833333, Public,5597 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YSPE
592,592,AU,YSWL,Stawell Airport,S37.4.30',E142.44.42',-37.06666667,142.7333333, Public,4603 x 98feet,Hard,2802 x 60feet,Unknown,,,,,Yes,https://www.getmetar.com/YSWL
593,593,AU,YFFD,Stirling North Flinders Field Airport,S32.32.05',E137.51.48',-32.53333333,137.85,Private,,,,,,,,,No,https://www.getmetar.com/YFFD
594,594,AU,YSTL,Stirling Station Airport,S17.11.18',E141.42.70',-17.18333333,141.7,Private,,,,,,,,,No,https://www.getmetar.com/YSTL
595,595,AU,YSFG,Stonefield Gliding Airport,S34.20.50',E139.18.50',-34.33333333,139.3, Public,,,,,,,,,No,https://www.getmetar.com/YSFG
596,596,AU,YSTO,Stonehenge Airport,S24.21.38',E143.17.48',-24.35,143.2833333,Private,,,,,,,,,No,https://www.getmetar.com/YSTO
597,597,AU,YSRN,Strahan Airport,S42.9.33',E145.17.48',-42.15,145.2833333, Public,,,,,,,,,No,https://www.getmetar.com/YSRN
598,598,AU,YKBY,Streaky Bay Airport,S32.50.15',E134.17.57',-32.83333333,134.2833333, Public,4432 x 59feet,Hard,2559 x 59feet,Unknown,,,,,Yes,https://www.getmetar.com/YKBY
599,599,AU,YSNY,Sunnyside Airport,S35.45.78',E146.54.55',-35.75,146.9,Private,,,,,,,,,No,https://www.getmetar.com/YSNY
600,600,AU,YSRG,Sunraysia Gliding Airport,S34.15.58',E142.3.50',-34.25,142.05,Private,,,,,,,,,No,https://www.getmetar.com/YSRG
601,601,AU,YSRD,Sunrise Dam Airport,S29.5.90',E122.27.32',-29.08333333,122.45,Private,,,,,,,,,No,https://www.getmetar.com/YSRD
602,602,AU,YBSU,Sunshine Coast Airport,S26.36.20',E153.5.47',-26.6,153.08333330000005, Public,5896 x 98feet,Hard,2133 x 59feet,Unknown,,,,,Yes,https://www.getmetar.com/YBSU
603,603,AU,YSRT,Surat Airport,S27.9.57',E149.4.57',-27.15,149.06666669999996, Public,,,,,,,,,No,https://www.getmetar.com/YSRT
604,604,AU,YSWB,Swan Bay Airport,S29.3.00',E153.18.10',-29.05,153.3,Private,,,,,,,,,No,https://www.getmetar.com/YSWB
605,605,AU,YSWH,Swan Hill Airport,S35.22.55',E143.31.97',-35.36666667,143.5166667, Public,4905 x 98feet,Hard,3166 x 59feet,Unknown,2329 x 98feet,Unknown,,,Yes,https://www.getmetar.com/YSWH
606,606,AU,YSBK,Sydney Bankstown Airport,S33.55.47',E150.59.30',-33.91666667,150.9833333, Public,4646 x 98feet,Hard,3609 x 98feet,Unknown,3419 x 75feet,Unknown,,,Yes,https://www.getmetar.com/YSBK
607,607,AU,YSSY,Sydney Kingsford Smith Airport,S33.56.77',E151.10.63',-33.93333333,151.16666669999995, Public,12999 x 148feet,Hard,8301 x 148feet,Unknown,7999 x 148feet,Unknown,,,Yes,https://www.getmetar.com/YSSY
608,608,AU,YTMB,Tambo Airport,S24.50.30',E146.17.60',-24.83333333,146.2833333, Public,,,,,,,,,No,https://www.getmetar.com/YTMB
609,609,AU,YSTW,Tamworth Airport,S31.5.03',E150.50.80',-31.08333333,150.83333330000005, Public,7218 x 148feet,Hard,3642 x 59feet,Unknown,3346 x 98feet,Unknown,2762 x 98feet,Unknown,Yes,https://www.getmetar.com/YSTW
610,610,AU,YTMN,Tanami Airport,S19.58.00',E129.43.50',-19.96666667,129.71666670000002,Private,,,,,,,,,No,https://www.getmetar.com/YTMN
611,611,AU,YTAA,Tara Airport,S27.9.40',E150.28.60',-27.15,150.4666667,Private,,,,,,,,,No,https://www.getmetar.com/YTAA
612,612,AU,YTRE,Taree Airport,S31.53.32',E152.30.83',-31.88333333,152.5, Public,4934 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YTRE
613,613,AU,YTAM,Taroom Airport,S25.48.12',E149.54.97',-25.8,149.9,Private,,,,,,,,,No,https://www.getmetar.com/YTAM
614,614,AU,YTEF,Telfer Airport,S21.42.90',E122.13.70',-21.7,122.21666670000002,Private,6562 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YTEF
615,615,AU,YTEM,Temora Airport,S34.25.28',E147.30.70',-34.41666667,147.5, Public,4816 x 98feet,Hard,2674 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YTEM
616,616,AU,YTNK,Tennant Creek Airport,S19.38.07',E134.11.00',-19.63333333,134.1833333, Public,6427 x 98feet,Hard,3458 x 59feet,Unknown,,,,,Yes,https://www.getmetar.com/YTNK
617,617,AU,YTNG,Thangool Airport,S24.29.63',E150.34.57',-24.48333333,150.56666669999996, Public,5009 x 98feet,Hard,2605 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YTNG
618,618,AU,YTGM,Thargomindah Airport,S27.59.18',E143.48.65',-27.98333333,143.8, Public,4800 x 98feet,Hard,2776 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YTGM
619,619,AU,YTGT,The Granites Airport,S20.32.90',E130.21.00',-20.53333333,130.35,Private,7664 x 98feet,Soft,,,,,,,No,https://www.getmetar.com/YTGT
620,620,AU,YLKS,The Lakes Airport,S31.42.90',E152.43.50',-31.7,152.7166667,Private,,,,,,,,,No,https://www.getmetar.com/YLKS
621,621,AU,YTMO,The Monument Airport,S21.48.67',E139.55.42',-21.8,139.91666669999998,Private,,,,,,,,,No,https://www.getmetar.com/YTMO
622,622,AU,YOAS,The Oaks Airport,S34.5.03',E150.33.62',-34.08333333,150.55,Private,,,,,,,,,No,https://www.getmetar.com/YOAS
623,623,AU,YVAL,The Vale Airport,S41.25.80',E146.15.80',-41.41666667,146.25,Private,,,,,,,,,No,https://www.getmetar.com/YVAL
624,624,AU,YTDR,Theodore Airport,S24.59.18',E150.5.59',-24.98333333,150.08333330000005, Public,,,,,,,,,No,https://www.getmetar.com/YTDR
625,625,AU,YTHN,Thunderbox Airport,S28.9.20',E120.56.40',-28.15,120.9333333, Public,,,,,,,,,No,https://www.getmetar.com/YTHN
626,626,AU,YTHY,Thylungra Airport,S26.5.60',E143.27.10',-26.08333333,143.45,Private,,,,,,,,,No,https://www.getmetar.com/YTHY
627,627,AU,YTIB,Tibooburra Airport,S29.27.07',E142.3.47',-29.45,142.05, Public,5026 x 98feet,Hard,3202 x 60feet,Unknown,,,,,Yes,https://www.getmetar.com/YTIB
628,628,AU,YTLP,Tilpa Airport,S30.55.50',E144.25.20',-30.91666667,144.41666669999995,Private,,,,,,,,,No,https://www.getmetar.com/YTLP
629,629,AU,YTBR,Timber Creek Airport,S15.37.20',E130.26.70',-15.61666667,130.4333333,Private,,,,,,,,,No,https://www.getmetar.com/YTBR
630,630,AU,YPTN,Tindal Airport,S14.31.27',E132.22.67',-14.51666667,132.36666670000002,Military,9003 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/YPTN
631,631,AU,YTOC,Tocumwal Airport,S35.48.65',E145.36.25',-35.8,145.6, Public,4177 x 98feet,Hard,3937 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YTOC
632,632,AU,YTDN,Tooradin Airport,S38.12.90',E145.25.40',-38.2,145.41666669999995,Private,,,,,,,,,No,https://www.getmetar.com/YTDN
633,633,AU,YTKS,Toorak Research Station Airport,S21.2.50',E141.47.20',-21.03333333,141.7833333,Private,,,,,,,,,No,https://www.getmetar.com/YTKS
634,634,AU,YTWN,Tooraweenah Airport,S31.26.50',E148.54.00',-31.43333333,148.9,Private,,,,,,,,,No,https://www.getmetar.com/YTWN
635,635,AU,YTWB,Toowoomba Airport,S27.32.48',E151.54.75',-27.53333333,151.9, Public,4000 x 98feet,Hard,2165 x 58feet,Unknown,,,,,Yes,https://www.getmetar.com/YTWB
636,636,AU,YTQY,Torquay Airport,S38.18.00',E144.21.90',-38.3,144.35,Private,,,,,,,,,No,https://www.getmetar.com/YTQY
637,637,AU,YTOT,Tottenham Airport,S32.15.37',E147.22.13',-32.25,147.3666667,Private,,,,,,,,,No,https://www.getmetar.com/YTOT
638,638,AU,YBTL,Townsville Townsville International Airport,S19.15.15',E146.45.92',-19.25,146.75, Public,7999 x 148feet,Hard,3609 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YBTL
639,639,AU,YTEE,Trepell Airport,S21.50.10',E140.53.28',-21.83333333,140.8833333, Public,5902 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YTEE
640,640,AU,YTRA,Tropicana Airport,S29.11.20',E124.33.02',-29.18333333,124.55, Public,,,,,,,,,No,https://www.getmetar.com/YTRA
641,641,AU,YTTI,Troughton Island Airport,S13.45.10',E126.8.90',-13.75,126.1333333, Public,3222 x 148feet,Unknown,,,,,,,No,https://www.getmetar.com/YTTI
642,642,AU,YTFA,Truro Flat Airpark Airport,S34.23.70',E139.23.00',-34.38333333,139.3833333,Private,,,,,,,,,No,https://www.getmetar.com/YTFA
643,643,AU,YTST,Truscott Mungalalu Airport,S14.5.38',E126.22.85',-14.08333333,126.3666667, Public,5906 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YTST
644,644,AU,YTBB,Tumby Bay Airport,S34.21.67',E136.5.70',-34.35,136.08333330000002, Public,3599 x 59feet,Hard,,,,,,,Yes,https://www.getmetar.com/YTBB
645,645,AU,YTMU,Tumut Airport,S35.15.77',E148.14.45',-35.25,148.2333333, Public,3478 x 60feet,Hard,,,,,,,No,https://www.getmetar.com/YTMU
646,646,AU,YTPK,Turtle Park Airport,S21.12.50',E148.58.70',-21.2,148.9666667,Private,,,,,,,,,No,https://www.getmetar.com/YTPK
647,647,AU,YTYA,Tyabb Airport,S38.16.00',E145.10.50',-38.26666667,145.16666669999995,Private,,,,,,,,,No,https://www.getmetar.com/YTYA
648,648,AU,YTYH,Tyagarah Airport,S28.35.68',E153.33.07',-28.58333333,153.55,Private,,,,,,,,,No,https://www.getmetar.com/YTYH
649,649,AU,YUDA,Undara Airport,S18.11.50',E144.36.80',-18.18333333,144.6,Private,,,,,,,,,No,https://www.getmetar.com/YUDA
650,650,AU,YUDG,Urandangi Airport,S21.35.70',E138.21.90',-21.58333333,138.35,Private,,,,,,,,,No,https://www.getmetar.com/YUDG
651,651,AU,YVRS,Van Rook Station Airport,S16.57.73',E141.57.15',-16.95,141.95,Private,,,,,,,,,No,https://www.getmetar.com/YVRS
652,652,AU,YVRD,Victoria River Downs Airport,S16.24.20',E131.0.20',-16.4,131.0,Private,,,,,,,,,No,https://www.getmetar.com/YVRD
653,653,AU,YSWG,Wagga Wagga Airport,S35.9.92',E147.27.98',-35.15,147.45, Public,5800 x 148feet,Hard,5007 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YSWG
654,654,AU,YWHG,Wahring Field Airport,S36.40.80',E145.14.60',-36.66666667,145.2333333, Public,,,,,,,,,No,https://www.getmetar.com/YWHG
655,655,AU,YWKI,Waikerie Airport,S34.11.05',E140.1.83',-34.18333333,140.0166667, Public,3151 x 59feet,Hard,2736 x 59feet,Unknown,,,,,No,https://www.getmetar.com/YWKI
656,656,AU,YWCH,Walcha Airport,S31.0.40',E151.33.30',-31.0,151.55,Private,,,,,,,,,No,https://www.getmetar.com/YWCH
657,657,AU,YWLG,Walgett Airport,S30.1.97',E148.7.55',-30.01666667,148.1166667, Public,5335 x 98feet,Hard,3783 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YWLG
658,658,AU,YWAG,Wanaaring Airport,S29.42.70',E144.10.30',-29.7,144.16666669999995,Private,,,,,,,,,No,https://www.getmetar.com/YWAG
659,659,AU,YWGT,Wangaratta Airport,S36.24.95',E146.18.42',-36.4,146.3, Public,5381 x 98feet,Hard,1739 x 59feet,Unknown,,,,,Yes,https://www.getmetar.com/YWGT
660,660,AU,YWBR,Warburton Airport,S26.7.70',E126.35.00',-26.11666667,126.5833333, Public,5216 x 75feet,Hard,,,,,,,Yes,https://www.getmetar.com/YWBR
661,661,AU,YWRL,Warialda Airport,S29.32.00',E150.32.00',-29.53333333,150.5333333,Private,,,,,,,,,No,https://www.getmetar.com/YWRL
662,662,AU,YWKW,Warkworth Airport,S32.32.90',E151.1.50',-32.53333333,151.0166667,Private,,,,,,,,,No,https://www.getmetar.com/YWKW
663,663,AU,YWVA,Warnervale Airport,S33.14.43',E151.25.80',-33.23333333,151.41666669999995,Private,,,,,,,,,No,https://www.getmetar.com/YWVA
664,664,AU,YWBS,Warraber Island Airport,S10.12.40',E142.49.40',-10.2,142.81666669999996,Private,,,,,,,,,No,https://www.getmetar.com/YWBS
665,665,AU,YWBI,Warrabri Airport,S20.59.95',E134.23.78',-20.98333333,134.3833333,Private,,,,,,,,,No,https://www.getmetar.com/YWBI
666,666,AU,YWKB,Warracknabeal Airport,S36.19.27',E142.25.17',-36.31666667,142.41666669999995, Public,4501 x 98feet,Hard,2503 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YWKB
667,667,AU,YWRN,Warren Airport,S31.44.00',E147.48.15',-31.73333333,147.8, Public,3894 x 60feet,Hard,3461 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YWRN
668,668,AU,YWBL,Warrnambool Airport,S38.17.72',E142.26.80',-38.28333333,142.43333330000004, Public,4501 x 98feet,Hard,3507 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YWBL
669,669,AU,YWCK,Warwick Airport,S28.8.97',E151.56.58',-28.13333333,151.93333330000004, Public,5381 x 75feet,Hard,,,,,,,Yes,https://www.getmetar.com/YWCK
670,670,AU,YWTL,Waterloo Airport,S16.37.80',E129.19.27',-16.61666667,129.3166667,Private,,,,,,,,,No,https://www.getmetar.com/YWTL
671,671,AU,YWSG,Watts Bridge Airport,S27.5.73',E152.27.58',-27.08333333,152.45,Private,,,,,,,,,No,https://www.getmetar.com/YWSG
672,672,AU,YWAV,Wave Hill Airport,S17.23.60',E131.7.10',-17.38333333,131.11666670000002,Private,,,,,,,,,No,https://www.getmetar.com/YWAV
673,673,AU,YWBN,Wedderburn Airport,S34.10.80',E150.48.50',-34.16666667,150.8,Private,,,,,,,,,No,https://www.getmetar.com/YWBN
674,674,AU,YBWP,Weipa Airport,S12.40.72',E141.55.52',-12.66666667,141.91666669999995, Public,5397 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YBWP
675,675,AU,YWEL,Wellington Airport,S32.27.80',E148.59.40',-32.45,148.9833333,Private,,,,,,,,,No,https://www.getmetar.com/YWEL
676,676,AU,YWTO,Wentworth Airport,S34.5.27',E141.53.52',-34.08333333,141.8833333, Public,,,,,,,,,No,https://www.getmetar.com/YWTO
677,677,AU,YANG,West Angelas Airport,S23.8.10',E118.42.40',-23.13333333,118.7,Private,,,,,,,,,No,https://www.getmetar.com/YANG
678,678,AU,YWSL,West Sale Airport,S38.5.50',E146.57.92',-38.08333333,146.95, Public,5010 x 98feet,Hard,2293 x 98feet,Unknown,1640 x 98feet,Unknown,,,Yes,https://www.getmetar.com/YWSL
679,679,AU,YWWL,West Wyalong Airport,S33.56.23',E147.11.48',-33.93333333,147.18333330000004, Public,5200 x 98feet,Hard,2559 x 60feet,Unknown,,,,,Yes,https://www.getmetar.com/YWWL
680,680,AU,YCRF,Westbury Crofton Farm Airport,S41.28.07',E146.50.30',-41.46666667,146.83333330000005, Public,,,,,,,,,No,https://www.getmetar.com/YCRF
681,681,AU,YWHC,White Cliffs Airport,S30.51.08',E143.4.40',-30.85,143.06666669999996, Public,,,,,,,,,No,https://www.getmetar.com/YWHC
682,682,AU,YWGM,White Gum Airport,S31.52.03',E116.56.35',-31.86666667,116.9333333,Private,,,,,,,,,No,https://www.getmetar.com/YWGM
683,683,AU,YWHA,Whyalla Airport,S33.3.53',E137.30.87',-33.05,137.5, Public,5531 x 148feet,Hard,4619 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YWHA
684,684,AU,YWCA,Wilcannia Airport,S31.31.58',E143.22.48',-31.51666667,143.3666667, Public,3051 x 60feet,Hard,,,,,,,No,https://www.getmetar.com/YWCA
685,685,AU,YWMC,William Creek Airport,S28.54.40',E136.20.50',-28.9,136.33333330000002,Private,,,,,,,,,No,https://www.getmetar.com/YWMC
686,686,AU,YWIS,Williamson Airport,S22.28.40',E150.10.70',-22.46666667,150.16666669999995, Public,5928 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YWIS
687,687,AU,YWLM,Williamtown Airport,S32.47.70',E151.50.07',-32.78333333,151.83333330000005,Military,7999 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/YWLM
688,688,AU,YWLU,Wiluna Airport,S26.37.75',E120.13.23',-26.61666667,120.21666670000002, Public,5640 x 98feet,Hard,3999 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YWLU
689,689,AU,YWDG,Windarling Airport,S30.1.92',E119.23.23',-30.01666667,119.3833333,Private,,,,,,,,,No,https://www.getmetar.com/YWDG
690,690,AU,YWDH,Windorah Airport,S25.24.78',E142.40.03',-25.4,142.66666669999995, Public,4508 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YWDH
691,691,AU,YWTN,Winton Airport,S22.21.82',E143.5.13',-22.35,143.08333330000005, Public,4600 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/YWTN
692,692,AU,YWOL,Wollongong Airport,S34.33.67',E150.47.32',-34.55,150.7833333, Public,5967 x 98feet,Hard,4367 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YWOL
693,693,AU,YWND,Wondai Airport,S26.17.10',E151.51.70',-26.28333333,151.85,Private,,,,,,,,,No,https://www.getmetar.com/YWND
694,694,AU,YWDL,Wondoola Airport,S18.34.50',E140.53.50',-18.56666667,140.8833333,Private,,,,,,,,,No,https://www.getmetar.com/YWDL
695,695,AU,YWWI,Woodie Woodie Airport,S21.38.72',E121.11.50',-21.63333333,121.1833333, Public,,,,,,,,,No,https://www.getmetar.com/YWWI
696,696,AU,YPWR,Woomera Airport,S31.8.65',E136.49.02',-31.13333333,136.81666669999998,Military,7782 x 148feet,Hard,5295 x 98feet,Unknown,,,,,Yes,https://www.getmetar.com/YPWR
697,697,AU,YWMP,Wrotham Park Airport,S16.39.50',E144.0.10',-16.65,144.0,Private,,,,,,,,,No,https://www.getmetar.com/YWMP
