,Unnamed: 0.1,country,icaoCodes,airFieldName,latitude,longitude,ddLatitude,ddLongitude,airportUse,runwayOneDimensions,runwayOneSurface,runwayTwoDimensions,runwayTwoSurface,runwayThreeDimensions,runwayThreeSurface,runwayFourDimensions,runwayFourSurface,capableCOneThirtyCSeventeen,weatherLink
112,112,IN,VAOZ,Ozar Airport,N20.7.20',E73.54.80',20.116666666666667,73.9,Military,,,,,,,,,No,https://www.getmetar.com/VAOZ
113,113,IN,VEPY,Pakyong Airport,N27.13.56',E88.35.15',27.216666666666665,88.58333333333331, Public,,,,,,,,,No,https://www.getmetar.com/VEPY
114,114,IN,VEPH,Panagarh Airport,N23.28.46',E87.25.65',23.466666666666665,87.41666666666669, Public,9000 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEPH
115,115,IN,VIPT,Pantnagar Airport,N29.1.93',E79.28.35',29.016666666666666,79.46666666666667, Public,3599 x 100feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIPT
116,116,IN,VEPG,Pasighat Airport,N28.6.00',E95.23.00',28.1,95.38333333333334, Public,,,,,,,,,No,https://www.getmetar.com/VEPG
117,117,IN,VIPK,Pathankot Airport,N32.14.03',E75.38.08',32.23333333333333,75.63333333333334, Public,8970 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIPK
118,118,IN,VIPX,Phalodi Airport,N27.6.31',E72.12.96',27.1,72.2,Military,,,,,,,,,No,https://www.getmetar.com/VIPX
119,119,IN,VAPR,Porbandar Airport,N21.39.02',E69.39.52',21.65,69.65, Public,4500 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VAPR
120,120,IN,VOPB,Port Blair Airport,N11.38.83',E92.43.98',11.633333333333333,92.71666666666668, Public,,,,,,,,,No,https://www.getmetar.com/VOPB
121,121,IN,VOPC,Puducherry Airport,N11.58.04',E79.48.69',11.966666666666667,79.8, Public,3983 x 100feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOPC
122,122,IN,VAPO,Pune Airport,N18.34.95',E73.55.22',18.566666666666666,73.91666666666667, Public,8329 x 150feet,Hard,5893 x 150feet,Unknown,,,,,Yes,https://www.getmetar.com/VAPO
123,123,IN,VEPU,Purnea Airport,N25.45.58',E87.24.60',25.75,87.4, Public,8700 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VEPU
124,124,IN,VERH,Raigarh Airstrip Airport,N21.56.12',E83.21.01',21.93333333333333,83.35, Public,,,,,,,,,No,https://www.getmetar.com/VERH
125,125,IN,VARP,Raipur Airport,N21.10.87',E81.44.32',21.166666666666668,81.73333333333333, Public,7500 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VARP
126,126,IN,VABP,Raja Bhoj Airport,N23.17.22',E77.20.22',23.28333333333333,77.33333333333333, Public,9003 x 148feet,Hard,3420 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/VABP
127,127,IN,VORY,Rajahmundry Airport,N17.6.56',E81.49.17',17.1,81.81666666666666, Public,5740 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VORY
128,128,IN,VOHS,Rajiv Gandhi International Airport,N17.14.43',E78.25.73',17.233333333333334,78.41666666666667, Public,13976 x 197feet,Hard,12162 x 148feet,Unknown,,,,,Yes,https://www.getmetar.com/VOHS
129,129,IN,VARK,Rajkot Airport,N22.18.57',E70.46.76',22.3,70.76666666666667, Public,5400 x 148feet,Hard,,,,,,,Yes,https://www.getmetar.com/VARK
130,130,IN,VERL,Raxaul Airport,N26.58.00',E84.50.00',26.966666666666665,84.83333333333333, Public,,,,,,,,,No,https://www.getmetar.com/VERL
131,131,IN,VERK,Rourkela Airport,N22.15.70',E84.48.60',22.25,84.8,Private,5987 x 98feet,Hard,,,,,,,Yes,https://www.getmetar.com/VERK
132,132,IN,VERU,Rupsi Airport,N26.8.41',E89.54.47',26.13333333333333,89.9, Public,,,,,,,,,No,https://www.getmetar.com/VERU
133,133,IN,VIDD,Safdarjung Airport,N28.35.00',E77.12.48',28.58333333333333,77.2, Public,6300 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VIDD
134,134,IN,VOSM,Salem Airport,N11.46.86',E78.3.85',11.766666666666667,78.05, Public,6000 x 150feet,Hard,,,,,,,Yes,https://www.getmetar.com/VOSM
